f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
1.183291561,0.851448342,2.713074767,-0.333346542,1.846578262,2.713074767,-2.010929154,0.497094173,1.69297087,1.69297087,0
1.075336939,-1.741990777,1.033257852,-1.006289355,1.410480286,1.033257852,0.439318418,0.67109659,1.148704279,1.148704279,1
3.13445419,-4.935836102,1.897176509,-2.352914505,6.402190491,1.897176509,1.86046402,-1.317878622,-0.330968947,-0.330968947,1
0.584405261,2.008776643,1.851538886,0.025862184,1.190356668,1.851538886,-0.385714927,1.218823461,-0.629769941,-0.629769941,0
3.879730295,0.126756205,1.88906027,-0.29247822,6.072077836,1.88906027,-0.617129571,-1.127120865,-1.299013074,-1.299013074,0
0.18346621,3.599333435,2.401940044,-0.599922257,-0.108883253,2.401940044,-3.888285363,0.439631895,0.388603129,0.388603129,0
-0.03939448,1.270847574,2.993495227,-0.659717267,0.778461901,2.993495227,-1.530108644,1.087185932,1.085175799,1.085175799,0
2.812778855,1.471220423,0.190935449,-1.812848471,2.352487364,0.190935449,-0.917496824,0.467325512,-2.668485413,-2.668485413,0
0.622281736,-1.214936946,0.385211748,-0.374886504,1.179480911,0.385211748,-0.299456524,-0.729877669,0.677303795,0.677303795,1
0.391012036,-4.734208148,0.413542339,-0.870854874,1.854951876,0.413542339,0.495465969,-1.83196702,2.474417353,2.474417353,1
0.573596528,0.633372051,1.021804113,-0.498370253,1.139732141,1.021804113,0.642509088,1.018737826,-1.058012424,-1.058012424,0
-0.768727023,0.846420577,0.359076549,0.896715303,-1.795605837,0.359076549,-1.211881386,0.681049584,2.268060712,2.268060712,1
0.499262717,1.656132191,0.315377119,-1.280305073,-0.201519892,0.315377119,-0.509806546,1.178255769,-1.67424513,-1.67424513,0
0.193121251,3.792290662,0.500686179,-1.163639266,-1.487483761,0.500686179,-1.479861201,2.171527392,-1.933241052,-1.933241052,0
4.559822147,-3.172179868,4.011606044,-4.901973331,8.364100286,4.011606044,1.266609597,0.246259102,-2.941808542,-2.941808542,1
-0.426580665,0.204189045,1.614229914,0.069672368,1.197546335,1.614229914,-0.011022107,-0.27551922,-0.145094665,-0.145094665,1
1.793031393,-3.553409403,-0.506083913,-0.162837807,2.727175011,-0.506083913,1.300996373,-1.293814749,0.942965407,0.942965407,1
1.19495792,-4.897585976,-0.554732576,-0.199367699,1.49387706,-0.554732576,0.538191917,-1.492207815,3.407339664,3.407339664,1
0.161949002,0.381404251,1.808248705,-0.227285924,0.68355187,1.808248705,-0.408198751,0.930408978,0.924535797,0.924535797,1
-1.255607065,3.688853763,1.090164068,-0.886841633,-1.918740979,1.090164068,-0.31308389,2.440800051,-2.323536903,-2.323536903,0
0.225024566,1.515945781,1.565181977,-0.517171672,0.836062609,1.565181977,-0.298665237,0.947443376,-0.952577077,-0.952577077,0
0.381118144,2.795360344,0.651734767,-2.08460644,-0.786392873,0.651734767,-2.540121789,0.766881828,-1.805452805,-1.805452805,0
1.656380496,1.355721583,2.04138872,-1.775201416,2.080656529,2.04138872,-3.477500244,-0.789056014,-0.143618224,-0.143618224,0
1.065195429,3.167484409,0.071889411,-0.726160482,0.250357477,0.071889411,-0.808055732,1.114819074,-2.784730339,-2.784730339,0
-1.220184707,0.56137165,1.407209316,1.22556215,0.013935872,1.407209316,-0.005200853,-0.04795255,0.991782786,0.991782786,1
0.239841461,1.416930967,-0.308105739,-0.753590425,-0.164171236,-0.308105739,0.849622462,1.200834883,-2.490827098,-2.490827098,0
-0.578906337,-3.054164505,-0.605307416,0.706852705,-0.113026979,-0.605307416,1.365356246,-0.768371653,2.126258393,2.126258393,1
-0.44274964,2.344087478,1.925279925,0.670372681,0.436025782,1.925279925,0.197736211,1.449403891,-0.638951965,-0.638951965,1
-0.397739294,1.299067429,-0.759793438,-1.062336024,-1.446617117,-0.759793438,1.327792416,1.881771417,-2.526007439,-2.526007439,0
0.483085888,-3.68097914,0.065653389,-0.858847602,1.24659913,0.065653389,1.193724914,-0.593283118,1.500898844,1.500898844,1
0.106396999,2.225896503,1.766122169,-0.996466911,-0.299491272,1.766122169,-2.060601776,1.12590756,0.038553004,0.038553004,0
1.877641998,2.654542564,3.010817772,-0.655155109,2.855550169,3.010817772,-2.896590223,0.144995864,-0.239040937,-0.239040937,0
0.447412925,0.768571297,2.945235497,1.246298941,2.962325101,2.945235497,1.391837051,1.100139073,0.09211877,0.09211877,0
1.141494494,-1.693462803,1.912612634,-0.701750148,3.978728914,1.912612634,1.209448214,-0.766191238,-0.856383866,-0.856383866,1
2.390047234,0.948374305,2.92047979,0.584712676,5.644672035,2.92047979,-0.28746145,-0.991861107,-1.231644101,-1.231644101,0
1.681310318,-2.406855557,1.143141273,-0.863813743,3.523562459,1.143141273,1.587011569,-0.211382152,-0.258013163,-0.258013163,1
2.828498331,1.332727998,2.270757642,-0.942883303,4.360095258,2.270757642,-2.89700044,-1.465098869,-0.791422423,-0.791422423,0
2.809852267,2.647462248,2.181654152,-1.379478923,3.330451023,2.181654152,-3.57236015,-0.598140405,-1.204048207,-1.204048207,0
-0.288241723,-1.308882268,0.347137583,0.503328411,1.921054007,0.347137583,2.044923157,-0.926466479,-1.168893328,-1.168893328,1
1.517802784,-6.569493093,0.67797824,-1.730043828,3.290040439,0.67797824,0.838388783,-1.981222655,3.08361138,3.08361138,1
2.339891462,2.079131804,3.290691635,-0.054592855,4.150562759,3.290691635,-2.923277009,-0.738776985,0.221562105,0.221562105,0
3.653170033,-0.57946421,-0.515076383,-0.903203479,3.294595511,-0.515076383,0.006637679,-0.130238875,-1.129840803,-1.129840803,0
0.273479329,5.034420907,1.817067902,0.164714565,-1.255225031,1.817067902,-1.839289235,3.13610957,-0.48034485,-0.48034485,1
-0.146041975,-2.865685878,2.628343129,-1.1769544,3.718504645,2.628343129,1.658021472,-1.11064111,-0.476527876,-0.476527876,1
1.823126723,1.339063537,3.849211734,-0.324939377,3.92340661,3.849211734,-3.162590937,-0.852818003,1.196349968,1.196349968,0
0.37578308,3.284287093,2.886995731,-0.748321426,0.949082737,2.886995731,-0.586604411,2.441826094,-1.39675311,-1.39675311,1
0.90314143,-0.968340782,-0.919323479,-2.029119956,-1.729016145,-0.919323479,-0.107283689,2.020611467,0.879072163,0.879072163,0
1.855193811,0.397565588,5.012691178,1.874165007,6.7999147,5.012691178,-0.381498608,-1.216138821,1.104407366,1.104407366,0
1.431475342,1.155519664,3.38477809,-0.776957911,3.017775172,3.38477809,-2.221491275,0.025843106,0.672146038,0.672146038,0
-1.413451029,-0.088795402,0.2311484,-1.130571685,-1.843073448,0.2311484,1.375379467,1.875317336,-0.62680529,-0.62680529,0
0.734956212,-9.975825008,0.116262982,-1.731753782,4.028902905,0.116262982,3.48949941,-2.926429012,3.177038169,3.177038169,1
1.422610334,0.79388816,0.319464401,-1.741124551,0.568151204,0.319464401,-0.897426511,0.910124739,-1.063324318,-1.063324318,0
0.585658749,-1.782595882,1.079019084,-0.231015951,2.605110505,1.079019084,1.103705628,-0.775360884,-0.12979022,-0.12979022,1
0.91000666,0.113838401,-0.040117041,-2.051769519,-1.312344599,-0.040117041,-1.339945984,1.669485992,0.79073719,0.79073719,0
0.393617827,1.212982121,2.615658603,0.499772124,1.698073723,2.615658603,1.54345022,2.451432328,-0.131079802,-0.131079802,0
2.663197415,2.165402945,-0.06607591,-2.639803444,1.464525907,-0.06607591,-2.633971106,-0.05331127,-2.840123175,-2.840123175,0
-0.129466963,4.281393064,0.612221393,-1.514209662,-1.71942623,0.612221393,-3.357250703,0.843423307,-1.86711001,-1.86711001,0
2.143713845,-5.044432071,1.043726863,-1.754841538,4.379293721,1.043726863,1.886385518,-1.011993862,0.786753262,0.786753262,1
1.138965061,-5.228315809,0.444485121,-0.63065399,3.204948519,0.444485121,1.566424819,-1.783986725,1.947163442,1.947163442,1
1.735431885,1.057468247,1.5791779,-0.618299257,1.772648582,1.5791779,-3.224457333,-0.75992962,1.11067744,1.11067744,0
-0.807927566,-4.287575576,-1.543639545,0.486932294,-1.806059032,-1.543639545,-0.538013908,-1.727268612,4.707750537,4.707750537,1
1.442884598,-1.840405617,2.475435918,-1.899190449,4.074456509,2.475435918,1.241405661,0.112769047,-1.102215923,-1.102215923,1
2.314719572,0.485174004,1.6586389,1.500452284,4.424146279,1.6586389,1.998828961,0.711471412,-0.930263735,-0.930263735,0
2.529747289,-2.90767451,3.024385068,-3.491252175,4.3854647,3.024385068,-0.575043286,0.023881837,0.519587456,0.519587456,1
1.90758962,0.871613314,1.740510391,-0.496690525,2.29536816,1.740510391,-1.553134073,0.249645857,0.421894136,0.421894136,0
0.602188558,0.524390169,3.929750842,0.895597005,4.233969375,3.929750842,1.145108652,0.554595251,-0.121035343,-0.121035343,0
0.45335141,-8.077561475,-0.297771533,-1.35299788,2.438629668,-0.297771533,1.815053152,-2.759741762,3.447081265,3.447081265,1
1.568984503,-8.336398348,-0.134428746,-1.600885553,3.67629965,-0.134428746,1.618065833,-2.931250066,3.388603202,3.388603202,1
1.527097445,-11.72146144,-0.449106548,-1.464749747,6.107546247,-0.449106548,4.573869251,-4.50048366,2.504892624,2.504892624,1
-0.898661919,-0.409987287,0.705976631,-0.870779068,-1.528530086,0.705976631,2.024683809,2.979009633,0.325091293,0.325091293,0
-0.077666856,1.475319203,2.301626615,-0.07920944,0.689547174,2.301626615,-0.523602017,1.256553434,0.306089768,0.306089768,0
0.64975354,-2.930051785,0.71178568,-1.241462027,1.05699411,0.71178568,0.186860592,-0.152883356,1.888970322,1.888970322,1
0.26462663,-1.162566303,1.181732366,-0.820394675,0.693493114,1.181732366,-0.775354066,-0.134061671,1.483787002,1.483787002,1
1.550605987,2.049072219,1.296315432,-0.270725722,2.083996795,1.296315432,-0.204926273,0.940686144,-1.748729883,-1.748729883,0
-1.155196787,2.022228149,-0.359119647,1.890810347,-3.040111978,-0.359119647,-1.294048185,1.072556647,2.34598316,2.34598316,1
1.44468609,2.679689986,-0.649479359,-2.216610068,-1.277053731,-0.649479359,-3.03858582,0.889663218,-1.440285464,-1.440285464,0
0.968318918,1.158170102,-0.200554227,-1.424751105,-0.537382917,-0.200554227,1.235664151,2.874280527,-1.813218623,-1.813218623,0
1.750169289,-2.965447756,1.8214457,-1.669006672,3.737809798,1.8214457,0.499656222,-0.621894413,0.569150989,0.569150989,1
-0.352947982,5.036585007,0.233867716,-2.728453842,-2.392518333,0.233867716,-3.104087372,1.461926302,-3.808356408,-3.808356408,0
-0.311153989,-5.540601057,-0.073335525,0.019564102,1.543903553,-0.073335525,1.857210399,-1.937121711,2.719783227,2.719783227,1
1.336441211,1.668992059,1.218503452,-0.868694051,0.930959737,1.218503452,-1.020119081,1.277630785,-0.55672435,-0.55672435,0
-1.467708922,1.114955703,0.684996774,1.120405943,-1.636345583,0.684996774,-1.075198682,0.156306273,1.656612912,1.656612912,1
1.386589178,1.77491775,0.249910806,-1.121206741,0.886584339,0.249910806,-0.376794272,0.998620653,-2.164219208,-2.164219208,0
2.49095536,-8.303955737,1.24254124,-2.729576422,5.836805046,1.24254124,2.458965869,-2.2596421,1.791921828,1.791921828,1
-0.540788059,0.477760376,0.760336262,-0.983401438,-1.891825461,0.760336262,-0.085984549,2.408559798,1.062514013,1.062514013,0
-0.588386784,-0.384990404,0.071452109,-1.202257112,-1.140508204,0.071452109,1.774813765,2.115699054,-0.759176623,-0.759176623,0
2.540441596,0.352167022,0.348913839,-3.074625155,1.55832995,0.348913839,-2.482559729,-0.132656617,-1.248786624,-1.248786624,0
1.05811628,2.856524359,1.680176145,-0.383673821,-0.030108791,1.680176145,-1.642118958,2.23295052,0.321952999,0.321952999,0
3.704491154,-4.248478159,0.326693074,-2.668822989,3.529822953,0.326693074,-0.424581769,-0.495637365,1.783258557,1.783258557,1
0.495059334,-0.024073027,0.767911386,-0.631914727,0.763930169,0.767911386,1.223644358,1.440202068,-0.698210934,-0.698210934,0
-0.239732077,3.141400879,-0.301174551,-1.708120859,-3.155425527,-0.301174551,-1.139782094,2.990085574,-1.339628546,-1.339628546,0
2.323434163,1.512941821,0.201148805,-1.897767551,2.065732679,0.201148805,-0.771212584,0.376211272,-2.990258188,-2.990258188,0
2.043458424,1.125840148,1.914479528,-1.042300789,2.894312814,1.914479528,-1.179462819,0.280996432,-0.90673359,-0.90673359,0
2.498824622,-1.258585179,3.447929182,0.436801054,5.637037364,3.447929182,-1.093684308,-1.439420999,1.933191171,1.933191171,0
1.1938815,-1.794294846,2.899536725,-1.891671354,4.782226419,2.899536725,1.566604684,-0.311998137,-1.870965773,-1.870965773,1
0.922211012,-0.351979513,1.422073602,-0.577730639,2.133405937,1.422073602,0.488753623,0.339915045,-0.422870533,-0.422870533,0
-0.194032766,4.871275424,-0.557708728,-1.931759115,-3.818116539,-0.557708728,-2.401539363,2.959372431,-2.249388098,-2.249388098,0
1.277501461,-2.37202647,0.424857787,0.108191762,2.715280281,0.424857787,0.833787747,-1.10806265,0.748227923,0.748227923,1
-0.657146496,2.700862383,1.195177574,-0.285876955,-0.496465385,1.195177574,0.57165203,2.022466496,-2.051909961,-2.051909961,0
-0.013438641,2.985700698,-0.737083202,-1.819549019,-3.255623058,-0.737083202,-2.530485852,1.832385888,-0.818443803,-0.818443803,0
1.673614354,3.221904212,0.971145162,-0.713087689,1.828337431,0.971145162,-1.71478879,0.170981615,-2.660716662,-2.660716662,0
2.267073742,-5.276626236,1.817173318,-2.805347451,4.852261037,1.817173318,0.905314705,-1.390275783,0.851142563,0.851142563,1
3.098088849,2.55248797,1.711010272,-0.743828504,4.009073893,1.711010272,-2.042830053,-0.381898005,-2.177307337,-2.177307337,0
5.147839899,-9.332017097,2.099636058,-4.653939728,10.03322447,2.099636058,3.151339324,-2.711286183,-0.673212277,-0.673212277,1
2.51745228,2.82712446,3.495238701,-0.165575421,3.413632528,3.495238701,-3.383627855,0.318547202,0.790155325,0.790155325,0
1.767151593,-1.217173154,1.497622941,-1.426381453,2.876515927,1.497622941,-0.317906742,-0.212549118,0.028674539,0.028674539,1
1.790213599,-4.690824023,0.981576613,-1.723979694,3.750326898,0.981576613,1.091856262,-1.303565268,1.120802388,1.120802388,1
0.147481144,-0.338860263,2.880457443,-0.555984235,2.029855125,2.880457443,-0.679564266,0.066543952,1.079699565,1.079699565,0
0.491979183,-8.285175491,-0.633011991,-0.475023618,3.44428488,-0.633011991,3.385947729,-3.087581988,2.343767213,2.343767213,1
1.397516689,2.389420795,1.742130362,-1.029492291,1.265641902,1.742130362,-1.284085712,1.431541465,-1.085512091,-1.085512091,0
0.996857377,1.533159185,1.574893317,-1.000998572,2.225491482,1.574893317,0.10146883,0.606215878,-2.464345106,-2.464345106,0
0.891095801,1.336672785,-0.283698536,-1.32104212,-0.160702137,-0.283698536,1.040014857,2.149082736,-2.40389805,-2.40389805,0
0.299848684,2.759986136,1.331933404,-0.558987479,0.087013122,1.331933404,-0.824404426,1.527070851,-1.36020945,-1.36020945,0
-0.058390197,2.447615851,0.579713396,-0.986388459,-2.192457651,0.579713396,-1.429515211,2.504164187,0.248834558,0.248834558,0
1.276454095,-1.257394725,2.002360952,-0.103322962,4.033091781,2.002360952,1.480396549,-0.334832236,-0.667770439,-0.667770439,0
2.739896302,-0.231916292,3.931892593,-2.482295125,5.946672153,3.931892593,0.801649509,0.910103691,-2.428412561,-2.428412561,1
-0.976079951,-2.943443228,0.925015862,0.607035946,2.239908515,0.925015862,2.322120066,-1.665743904,0.092358374,0.092358374,1
0.867467879,-3.457095247,0.722672576,-0.520876761,2.3242677,0.722672576,0.944846995,-0.931634488,1.571207654,1.571207654,1
2.277488908,-4.581885448,1.732032916,-2.674110366,3.31548709,1.732032916,-0.12199895,-0.362499481,2.402560559,2.402560559,1
0.426077085,1.377664345,-1.178025626,-2.176442395,-2.001762261,-1.178025626,1.1052021,3.00109446,-2.637115987,-2.637115987,0
1.796204491,-0.67224409,1.833755846,-0.611794134,2.862182723,1.833755846,-1.27209717,-0.539676733,1.11060774,1.11060774,0
2.450978913,1.737180984,-0.02789983,-1.525242738,1.92082658,-0.02789983,-1.890534323,-0.392766439,-2.31841698,-2.31841698,0
-0.545593082,3.67311167,3.593307171,-0.134682733,-0.035538879,3.593307171,-3.869284606,0.659843064,1.286567578,1.286567578,0
-0.956308913,1.337398243,0.126892253,-0.045965387,-1.763260218,0.126892253,1.606334335,2.597344998,-0.887944972,-0.887944972,0
2.802986899,-7.296410446,1.518639371,-2.919257218,6.518096971,1.518639371,2.54798725,-2.11484687,0.35606324,0.35606324,1
0.097401038,3.363294292,1.91376201,-0.928121506,0.606077719,1.91376201,-1.257075938,1.084830708,-2.299878472,-2.299878472,0
0.580645124,1.089781462,0.376778161,-1.099374098,-0.927996839,0.376778161,-0.884206335,1.734589266,0.228222201,0.228222201,0
0.686005783,-1.991775556,1.262518177,-0.400977461,2.637263957,1.262518177,1.202492439,-0.472492719,0.134080577,0.134080577,1
2.45342369,1.944866194,-0.273098186,-2.73874176,0.340445007,-0.273098186,-4.52045504,-0.717208474,-1.014598364,-1.014598364,0
1.63460981,-9.629799,1.506235964,-2.844524572,6.273231465,1.506235964,3.707118563,-2.785684462,1.448659727,1.448659727,1
0.070847162,0.730585072,1.545963557,-0.052220641,2.350398761,1.545963557,1.345088293,0.089597912,-2.324620891,-2.324620891,1
-0.569207488,0.791575425,2.893416401,-0.221267769,-0.018799955,2.893416401,-1.31525217,1.324716288,2.207042201,2.207042201,0
1.879468338,3.448287608,1.97683609,-0.548738705,2.838566078,1.97683609,-2.307499895,-0.210788949,-2.322724992,-2.322724992,0
1.076976481,-3.201429708,0.565742968,-1.059280259,0.963922679,0.565742968,-0.888660456,-0.612731637,3.18097626,3.18097626,1
0.761439291,0.874181388,0.398640529,-0.413955795,0.127177876,0.398640529,0.853245387,2.003462507,-0.658755738,-0.658755738,0
4.100250749,-10.79373266,0.381650886,-3.138331211,8.708649313,0.381650886,3.33052801,-4.358924272,0.862389295,0.862389295,1
0.746321752,3.197240576,-1.015069389,-2.038804139,-1.358958448,-1.015069389,-1.546351757,1.09203894,-3.436555013,-3.436555013,0
1.524232865,0.622636883,1.658952437,-0.252062784,2.147197549,1.658952437,-1.172225545,0.124258962,0.460580734,0.460580734,0
1.996359656,4.668306197,0.695894478,-1.570569433,1.317112601,0.695894478,-3.850478633,-0.42209536,-3.444349146,-3.444349146,1
-0.02800927,2.118777716,1.537869504,-1.29642122,0.177741968,1.537869504,-0.263105766,1.612809186,-1.872414095,-1.872414095,0
1.149337124,-2.274258501,1.197753319,-1.459330627,2.294558991,1.197753319,0.257742264,-0.316011269,0.566914673,0.566914673,1
2.022223513,1.23561022,3.911756058,1.200355703,4.682478717,3.911756058,-0.647470834,0.374017819,1.078025603,1.078025603,0
0.958852971,-4.573038857,1.100122789,-0.435336151,4.636633628,1.100122789,2.50782598,-2.141289716,-0.043108136,-0.043108136,1
0.230512399,-7.313702074,0.569943784,-1.030684271,2.25718898,0.569943784,1.578177071,-2.018791394,4.034104773,4.034104773,1
0.682749667,-1.567616608,1.657747693,-0.792903521,3.292572469,1.657747693,1.427458608,-0.545103051,-1.10637553,-1.10637553,1
0.72676594,-5.049034088,1.092449466,-1.501197742,2.468549963,1.092449466,0.471600919,-1.525886658,2.551263777,2.551263777,1
1.19042736,-0.796485458,2.009378024,-0.900141472,2.962654775,2.009378024,0.675174043,0.341870844,-0.415745807,-0.415745807,1
-2.385528227,-0.585549713,-0.109878544,2.183929584,-2.780196447,-0.109878544,-0.933347573,-0.698628469,3.938954326,3.938954326,1
0.780360926,-2.118813109,-0.035505216,0.702499856,0.809591825,-0.035505216,-0.095973841,-0.660577135,2.687827383,2.687827383,1
3.977495901,-2.414280504,3.121181278,0.08313853,7.57904746,3.121181278,-0.435335564,-1.990679955,1.31267709,1.31267709,0
-0.606329955,1.011192986,-0.616758284,-1.148656537,-1.926084411,-0.616758284,2.855264803,3.471679151,-2.489016532,-2.489016532,0
2.067041715,-5.453846684,0.939543413,-1.346957832,4.883840803,0.939543413,2.11207663,-1.727172352,0.741581547,0.741581547,1
1.157740529,1.227944535,0.956473672,-0.628566813,0.856571205,0.956473672,-0.190024638,1.438352498,-0.611415019,-0.611415019,0
1.731486569,-4.296876043,0.35620037,-0.685737937,2.964040698,0.35620037,1.143595534,-1.039476477,1.875203439,1.875203439,1
1.04563064,-1.644271637,0.114738378,0.087138992,1.743488296,0.114738378,0.860342952,-0.379230801,0.52051267,0.52051267,1
0.485113247,-7.823065619,0.098299251,-1.046392696,2.852099946,0.098299251,1.960852244,-2.673972969,3.41545495,3.41545495,1
1.107036989,-1.074482217,1.346062186,-0.000830366,2.472175606,1.346062186,0.542157471,-0.074774768,0.56772924,0.56772924,1
1.867036653,4.046786097,1.783026233,-0.914286325,1.673908088,1.783026233,-3.689464838,0.004693666,-1.572230176,-1.572230176,0
1.124285623,-7.616063026,-0.288658528,-1.801412932,2.598442666,-0.288658528,0.921284131,-2.725441339,3.401232826,3.401232826,1
1.231100417,2.85282459,2.848453646,-0.86842977,0.867336661,2.848453646,-3.847608467,0.84697318,1.248691899,1.248691899,0
0.387820488,-3.088760178,0.527228705,-0.816584296,-0.039811687,0.527228705,-0.540224211,-0.012670604,3.59547955,3.59547955,1
2.649607228,-1.67463239,0.704426174,-1.096932121,1.744394493,0.704426174,-0.997595629,0.673791678,2.397677217,2.397677217,0
0.339068684,-5.800650685,0.134250153,-0.378949625,1.937200822,0.134250153,0.828372653,-2.267625539,3.452534907,3.452534907,1
-0.220453459,-0.601850028,1.153385736,0.039531395,1.539312583,1.153385736,1.315683885,-0.009298405,-0.638307426,-0.638307426,1
0.904063608,0.955184581,1.009775726,-1.842760041,-0.167137197,1.009775726,-2.79333551,0.387437004,0.615820711,0.615820711,0
-0.290372815,-1.665037214,-0.037955976,0.844352477,-0.19697623,-0.037955976,0.51968425,-0.168859908,2.211188331,2.211188331,1
0.022260027,0.696567062,0.480951115,-1.633572166,-1.170456312,0.480951115,-0.415942929,1.802610512,-0.247823653,-0.247823653,0
-0.10293403,1.795979862,1.346386806,0.186086607,0.476750007,1.346386806,0.533722894,1.421224402,-1.059878757,-1.059878757,0
2.636697893,-6.626516363,1.217495192,-2.57384338,5.170192261,1.217495192,1.850494072,-1.481513335,1.374144349,1.374144349,1
1.947921886,-7.712441796,2.139735483,-3.332287947,5.97592919,2.139735483,2.490611264,-1.970279754,0.882176494,0.882176494,1
-0.890955273,-3.277757782,0.040145977,0.586390297,0.972141128,0.040145977,1.474355773,-1.700393812,1.353747687,1.353747687,1
0.810521655,2.828037169,2.509687205,-0.095079371,2.725371139,2.509687205,-0.596564892,0.37315491,-2.312988633,-2.312988633,1
2.887356073,-10.5228778,1.367516194,-4.074796782,6.215174006,1.367516194,2.679638106,-2.302706082,2.725218911,2.725218911,1
0.676480263,1.774039261,0.70604229,-0.820539281,0.987396946,0.70604229,0.08006444,0.83980446,-2.366961951,-2.366961951,0
0.250120303,0.83433119,0.654584576,-2.297704962,-0.888748551,0.654584576,-1.027184511,1.51857895,-0.684915137,-0.684915137,0
1.077317261,1.510605755,2.690155027,0.080608256,2.503575552,2.690155027,-0.459260109,0.917336337,-0.143236307,-0.143236307,0
-0.461608848,2.024670183,1.2764821,-0.757599056,-1.743806791,1.2764821,-1.51173456,2.024647091,0.807527481,0.807527481,0
-0.565493874,-4.021293138,0.805265286,0.238412369,3.336651993,0.805265286,2.627911624,-2.52897406,-0.296440113,-0.296440113,1
2.613034654,-0.106892106,2.259569216,0.237852619,4.846702968,2.259569216,0.522504975,-0.020663244,-0.449851339,-0.449851339,0
-1.769196913,0.399314668,-0.778589224,-1.478443753,-4.726252605,-0.778589224,2.203348561,4.584841354,0.015420227,0.015420227,0
1.34024301,-9.654694544,1.013007483,-2.5135744,4.767500282,1.013007483,1.965072463,-3.268121809,3.474992736,3.474992736,1
0.720747748,0.782282673,-0.006313105,-1.136241728,-1.435256145,-0.006313105,-0.450925511,2.383659234,0.609415453,0.609415453,0
-0.531548633,-0.598634543,1.195930045,0.043936025,1.109245611,1.195930045,0.6053434,-0.386387034,-0.081100599,-0.081100599,1
0.803962001,1.982713884,2.127056733,0.363941815,1.664453165,2.127056733,0.135565291,1.564552529,-0.531305317,-0.531305317,0
3.305479777,-1.698972256,1.611476977,-1.123178443,4.414451432,1.611476977,-0.621235779,-0.471748162,0.79653277,0.79653277,0
2.949823506,-4.590064183,2.614503165,-2.643506266,7.077624787,2.614503165,1.437739106,-1.842707183,-0.947202367,-0.947202367,1
1.131046148,2.531740576,-0.321608833,-1.391123683,-0.563947702,-0.321608833,-1.109960596,1.431540104,-2.090623772,-2.090623772,0
0.520947707,-6.801097594,1.149403693,-1.683391162,3.794122367,1.149403693,2.283351185,-2.171175233,1.707143446,1.707143446,1
0.919674482,4.45918522,-0.79877774,-2.888267911,-2.915833069,-0.79877774,-3.729043739,1.925859622,-2.408458316,-2.408458316,0
0.774905012,-6.465303768,0.203461854,-0.776447256,2.664734365,0.203461854,2.264577392,-1.520357453,2.764573034,2.764573034,1
0.408699545,2.369496018,1.3536615,-0.319911989,-0.483732159,1.3536615,-1.957064712,1.337358955,0.560792684,0.560792684,1
