x1,x2,t
1.889737246,36.97944859,0
5.544440017,67.59313748,0
5.584255616,33.46909898,0
4.323987112,-86.4481642,0
0.131258757,8.092384536,0
6.590676227,89.92645487,0
0.466610293,42.34822369,0
0.233475461,32.09769627,0
5.267617067,45.90252394,0
5.501683765,42.22632354,0
3.993125611,-79.54168325,0
6.574214214,68.47288049,0
5.878020259,32.54425607,0
3.516337882,-69.11491796,0
4.665131677,-43.34723967,0
5.841105678,90.21549568,0
0.460953132,86.48880449,0
2.926324394,-73.2805637,0
1.797666821,69.92810327,0
1.650169897,79.93430789,0
1.021815269,71.67454292,0
0.446745363,33.089353,0
3.992931441,-66.07430854,0
4.803964838,5.656040424,0
2.231315198,-0.904800188,0
3.646268698,-102.334979,0
0.305085129,26.81102731,0
6.78946344,51.7823104,0
2.07914659,24.79046459,0
5.309354641,38.19335842,0
2.383711589,6.621521591,0
6.424175948,81.28572173,0
3.602753532,-70.10471324,0
6.906794293,54.02433657,0
4.272921799,-107.8848762,0
3.779393698,-93.40431275,0
2.145010229,39.78359418,0
4.623262559,-89.83427894,0
4.651466915,-9.442815473,0
2.391266351,5.181105218,0
2.687413537,-46.7493607,0
4.631794837,-34.75206808,0
6.12637573,125.9564982,0
4.121010264,-96.34858492,0
5.116917148,-9.876715966,0
2.515060414,-17.98040407,0
1.738538874,93.28901038,0
6.844880306,32.39697858,0
5.814798695,103.1872364,0
4.912014562,-32.76787004,0
2.103299003,69.956778,0
4.442626154,-41.9963666,0
6.704985457,116.0394638,0
1.6159734,112.3499285,0
0.592514807,64.71595229,0
4.309988468,-74.30017535,0
0.867029033,88.73638829,0
6.466366003,95.74213839,0
6.66670956,91.98207515,0
0.846373976,72.73161003,0
1.005448958,104.5914457,0
0.461379954,48.52417152,0
2.886814643,-3.448687985,0
3.063190212,-49.68727329,0
1.472435133,93.57495824,0
6.572425373,100.8563328,0
5.274665701,45.71226095,0
1.621400962,95.19166447,0
2.16492401,60.35620091,0
6.763806558,96.53885501,0
6.549812243,90.62043688,0
1.238700634,105.5700951,0
5.459835048,41.8900749,0
0.712198879,80.0951336,0
4.347342763,-83.88138936,0
0.507296133,78.6151423,0
2.412781195,19.70582351,0
4.68048949,-37.56875223,0
0.817331913,84.05139649,0
3.732614286,-77.90200337,0
6.725835026,78.81827165,0
3.929253866,-84.91792993,0
3.021161213,-74.40565102,0
0.441342225,34.62280246,0
6.488961827,140.9790056,0
4.946597886,34.88956297,0
4.273365616,-66.45230599,0
5.714045029,63.55612438,0
5.417498534,65.576013,0
6.643307932,101.3270689,0
0.029804251,6.797849371,0
4.473187763,-51.76735781,0
4.244585933,-89.95877891,0
0.495212985,83.40960694,0
1.093854071,73.75106055,0
0.301728891,33.52153211,0
5.082729555,36.4859976,0
3.418371075,-111.8319797,0
3.801972759,-118.5869242,0
4.280532501,-67.87536617,0
3.942694937,-83.38581589,0
1.935156514,48.17114992,0
3.458375358,-91.26585403,0
6.714689487,104.7489184,0
1.190709478,108.2230878,0
3.930533054,-125.7828639,0
1.615719094,72.43495782,0
5.469418528,80.68404614,0
5.536471139,48.97470912,0
0.007760536,27.03719085,0
0.844585707,57.25840211,0
4.95555522,6.392299723,0
2.174736104,49.65082402,0
0.131491268,10.89645802,0
6.399204987,76.28157308,0
4.59272418,-46.52152603,0
4.952280182,-32.11810832,0
4.893676449,-17.56917179,0
6.67025427,106.349292,0
0.835125478,84.09606045,0
6.899804776,85.87774852,0
5.3539115,50.0244765,0
0.517725207,44.90412386,0
2.570450178,18.63960327,0
3.154878042,-106.0605778,0
5.990811361,104.473793,0
1.497738286,40.77254801,0
5.896777717,70.90244172,0
4.207278125,-44.31348924,0
2.854716147,-59.73748391,0
3.63684388,-81.79115347,0
0.945395188,118.8082988,0
2.522128356,-35.80871571,0
5.534491226,54.24324209,0
0.76573944,76.48935523,0
5.549309228,79.41396426,0
5.938985937,100.1085612,0
0.042393584,1.77714078,0
3.501483702,-93.35200196,0
6.157813726,126.8271485,0
2.806571678,2.342656336,0
1.180940075,87.12519336,0
0.763188499,60.42113703,0
4.466808167,-38.89535635,0
0.593100343,50.10995703,0
1.384421885,79.13842036,0
1.220814463,70.6031778,0
5.772648118,107.1846417,0
3.711192849,-89.69210293,0
4.425171867,-79.49367659,0
6.310098145,82.99781045,0
2.064146958,62.14324664,0
3.514130175,-108.13843,0
1.740901637,54.75113619,0
4.398783485,-74.16112311,0
1.342931448,105.9074634,0
1.856726548,88.40189073,0
1.47438724,89.2496772,0
2.360231555,-11.18386497,0
4.606692059,-30.58780039,0
3.269376414,-110.1752082,0
5.620490496,61.86094734,0
6.200131305,112.9138539,0
2.342952964,21.99385713,0
6.667850714,83.95198034,0
2.947969363,-77.16932008,0
6.490427546,109.4754038,0
0.26282369,42.32408199,0
4.614195539,-88.23426007,0
2.60473386,-22.15687051,0
4.191738476,-48.41392346,0
6.354780406,136.412978,0
3.455604095,-86.79662718,0
1.525173202,93.96779715,0
4.991427362,2.630943227,0
0.157859567,17.33138486,0
6.198410978,103.0716837,0
5.936885086,115.8588901,0
2.549143667,-2.147264719,0
6.441733805,50.32731022,0
3.7233785,-91.50166797,0
1.41160035,93.15914109,0
4.025047534,-84.64697408,0
5.237975958,-10.54662207,0
4.916219742,6.3174638,0
4.02130999,-91.03294889,0
5.968080319,68.79862825,0
5.392402048,74.96295189,0
2.473825188,-7.204160079,0
5.245555892,19.25261282,0
2.062540502,43.7316675,0
5.502720173,56.02885228,0
1.551935424,71.28605203,0
5.329567662,32.03911069,0
1.370873972,70.69202807,0
4.268799606,-79.63735673,0
0.044021026,3.398398197,0
6.8153772,63.91446329,0
6.568988517,117.1071598,0
0.914708077,71.53088956,0
5.123912616,40.364716,0
1.959262891,64.40071311,0
2.247543513,50.84896427,0
4.442253649,-48.66003007,0
2.746236818,21.68208585,0
4.708832435,-28.11877593,0
2.648574449,-1.373035683,0
0.045100444,-7.084196456,0
0.078996896,21.14436021,0
0.841762811,52.58912153,0
1.221450903,104.1802461,0
1.050617829,81.32992173,0
2.3416541,13.83880421,0
4.76568038,-43.95331205,0
0.115571621,37.62103053,0
3.26345213,-111.69016,0
3.239842361,-75.97135161,0
0.344872599,77.36574012,0
0.17934415,32.98657907,0
3.560404889,-76.34596038,0
6.124370686,103.6713969,0
1.954484306,58.79995074,0
0.205899169,24.21703243,0
0.030526795,6.153858061,0
3.157442165,-71.28523629,0
1.766562993,89.94732383,0
2.055634378,50.56066835,0
1.867432779,71.32270846,0
2.143041417,28.306405,0
4.04477699,-72.69689159,0
4.894083534,21.14831018,0
4.602672221,-58.67268001,0
3.271215539,-49.70892179,0
6.965844193,66.79719845,0
4.110753689,-100.2000547,0
1.119577618,86.10996762,0
4.837497244,-4.725815849,0
0.195666498,10.19116321,0
4.53047254,-87.29918138,0
2.206349962,35.76040041,0
0.0289938,26.04611311,0
4.12687876,-106.4372693,0
6.293436088,116.0696333,0
5.19522698,40.18243904,0
6.117684888,99.81739292,0
3.331980425,-141.7664143,0
0.263544581,54.44433906,0
1.491411513,102.1938459,0
1.869250949,53.23989483,0
1.402429481,92.58180365,0
1.026765286,94.99848388,0
5.521029104,61.77932067,0
1.66227319,114.9096968,0
2.929039722,-69.21582782,0
0.46215578,67.43167022,0
5.821716124,99.53762385,0
0.717921204,67.89889753,0
1.932732583,80.24485174,0
3.507833369,-62.81711504,0
5.662527275,89.66802561,0
4.964268422,-11.16088282,0
2.577155897,2.179262187,0
2.102571244,3.68347429,0
4.711684174,9.538210367,0
5.402147363,37.68906912,0
4.485893246,-29.9519913,0
1.360854325,86.25612092,0
1.871279608,90.95701243,0
5.400981928,88.63530651,0
3.446947764,-121.3581243,0
4.835121764,5.029932746,0
4.467378687,-31.71132887,0
3.133304888,-79.20433461,0
3.715895929,-130.9304267,0
5.233575824,55.874165,0
2.522052394,-27.91953504,0
3.355695958,-63.45418332,0
6.526568241,89.37344448,0
2.195331394,13.45662287,0
6.840709981,56.40755757,0
3.961644203,-92.49517202,0
0.784322046,86.79964088,0
5.676832772,70.21984361,0
3.123683437,-59.09977323,0
5.168368401,18.63027189,0
3.251937244,-77.41665161,0
1.174358483,116.0537278,0
0.255356097,47.64101071,0
2.854894986,-42.32416397,0
1.84187109,55.21817834,0
0.397087153,84.33710567,0
3.337208175,-77.18061224,0
2.442723276,-14.64151462,0
2.90107411,-75.81559423,0
4.113594372,-87.5295071,0
1.912993527,94.85082844,0
3.803177323,-120.7481981,0
4.615777272,-75.53075489,0
5.721797082,69.79753247,0
0.184843504,2.552269608,0
3.987067945,-125.7080909,0
6.873621917,49.34071167,0
0.638264572,74.71344191,0
1.838432085,46.82011038,0
0.102562383,24.56409297,0
3.099215643,-77.3876285,0
2.867459636,-44.82605075,0
5.383421944,43.34245148,0
1.416182914,113.4399659,0
2.72665854,-17.1616189,0
5.094873793,-46.04088903,0
4.672246617,-47.21371795,0
2.719627018,-9.58291123,0
0.088792211,15.64815062,0
2.350170046,3.169100024,0
3.485870077,-54.00621546,0
3.19162764,-67.48927878,0
3.587889675,-123.3369502,0
1.707340597,76.89027787,0
2.769500694,-59.56628188,0
0.389345121,75.19699037,0
5.066211139,4.79891534,0
5.628542669,47.28932641,0
0.26432477,34.82261965,0
0.627803787,78.95894466,0
6.317313512,96.40581983,0
4.416665098,-65.67290545,0
2.913154943,-24.22261389,0
2.84866122,-38.37309686,0
3.670212434,-74.64751687,0
1.818835985,75.55358915,0
4.518482741,-77.14628985,0
4.14112334,-105.1810975,0
2.538455248,-18.31635375,0
6.118972201,69.08895071,0
6.70075415,80.32618496,0
5.358087529,30.99637182,0
5.75487567,82.65147576,0
6.072125724,77.93291324,0
5.242774434,34.46382739,0
2.769623194,-26.88955042,0
3.410262132,-110.2353069,0
6.766776129,117.305184,0
0.412987533,46.54743033,0
1.413671458,125.4838786,0
0.780380392,105.9915954,0
0.953370606,67.44896476,0
0.835957266,126.5069343,0
2.740368891,-18.97335075,0
5.760754456,86.20965798,0
3.548307973,-68.2317477,0
4.922714577,-26.46498982,0
4.301673379,-80.03117097,0
1.032320357,69.42162667,0
0.912213708,93.41226469,0
5.786723774,67.27918868,0
1.611994466,101.4477165,0
3.953525536,-115.998698,0
3.109751521,-50.56119239,0
6.953051525,85.40874886,0
4.898302756,3.803918777,0
4.915663035,-20.70823688,0
6.685363375,100.2233894,0
4.018914336,-72.31302203,0
1.269719161,102.2029064,0
6.60818395,65.44735861,0
5.535230737,59.52283626,0
0.743110645,76.95155218,0
4.86685249,-18.532807,0
1.319448881,116.1927318,0
3.220397356,-100.7019463,0
1.829932563,75.64139452,0
3.800186365,-54.03252807,0
5.045833748,-5.135679442,0
2.549391371,2.996082125,0
6.929988774,51.4789678,0
0.154577848,34.25421272,0
4.798324146,-28.9212259,0
2.460834446,1.304352105,0
6.105953812,104.8344803,0
6.023467853,116.3284063,0
3.080683446,-85.09538049,0
6.157423145,128.0771482,0
0.205595763,-1.821709706,0
1.441662094,96.01925901,0
1.067001142,104.8469485,0
1.082316652,118.4671831,0
0.247522461,35.68189982,0
3.209577722,-95.48093674,0
2.528880407,28.81218659,0
6.687363089,111.9151111,0
1.056918203,103.0449757,0
4.944614187,3.047714552,0
6.053739603,88.27598788,0
5.01974557,-6.591207332,0
5.989131584,81.91889016,0
0.256838611,47.85782819,0
1.555662296,119.5604699,0
5.949526485,64.7675653,0
0.648312464,43.36718907,0
3.726440606,-117.4710391,0
2.508941422,-16.10718993,0
1.375218251,115.5599024,0
6.046376861,94.9156323,0
2.359445279,30.88899863,0
1.731920926,109.0185648,0
6.977907228,59.19636784,0
5.654420086,64.0831843,0
5.415935796,33.95140023,0
2.91495663,-6.143975572,0
5.046603782,16.61783046,0
1.274281332,72.8889362,0
0.94156893,95.33758206,0
0.421270226,39.32560594,0
4.568392955,-33.69057628,0
1.602298954,95.39900173,0
2.988435944,-53.11348259,0
6.193188587,89.56883866,0
1.166606646,96.17268001,0
1.770382766,65.68505574,0
0.385345093,75.77171103,0
2.868714944,-13.8263051,0
1.578637003,79.58558182,0
6.031365353,100.5149748,0
1.010377604,126.2751695,0
2.454597316,-3.851925687,0
5.192159491,0.221051514,0
5.106178351,15.59510643,0
6.830089758,68.82413933,0
6.112010738,85.19427857,0
0.704432612,47.5462165,0
6.52973945,77.96051988,0
5.500007509,41.96262012,0
6.789691634,101.3964419,0
2.233988928,20.22415061,0
2.620518811,-26.18624956,0
0.070087679,24.68634902,0
6.586812093,96.03207165,0
0.19743179,66.35924613,0
0.45558818,64.78700554,0
6.306584923,107.335018,0
6.844104886,118.379277,0
4.966198701,3.879657362,0
0.45854871,67.67533987,0
2.328296338,9.562381201,0
1.046699411,104.3364831,0
2.739053272,-56.81183604,0
4.902059515,13.06510396,0
3.660422088,-108.3939926,0
4.67584842,-70.45460964,0
2.205713492,25.83116963,0
1.789784059,70.02247178,0
2.433307757,11.9419266,0
1.169181441,153.92283,0
6.435423704,47.91999359,0
5.214402136,10.19176334,0
6.296105424,89.08808164,0
6.140334757,81.62987363,0
6.001427752,73.79081404,0
3.388921616,-99.34179687,0
6.676915467,85.57753349,0
6.968764761,23.56670676,0
4.648194664,-13.24500592,0
1.117863393,85.03399774,0
0.301242475,13.4994534,0
1.799267753,107.7910011,0
0.822902343,87.02003407,0
5.512974101,39.92025154,0
6.379626263,61.90504167,0
4.888185188,-2.745722645,0
2.126079389,62.82671943,0
3.264960454,-109.2488999,0
1.59307583,114.8822045,0
6.099488554,86.4725022,0
6.188453353,79.74300361,0
0.758325024,54.590264,0
3.941464312,-76.4736739,0
2.188894421,35.3735862,0
0.65195563,80.16623964,0
2.760716757,-17.38751089,0
5.675311584,16.09024974,0
6.317876129,135.6149206,0
3.822477351,-99.10535135,0
0.331297085,51.00198543,0
2.905407607,-44.8464714,0
6.011895725,95.90499908,0
0.170373436,41.26950054,0
0.974459753,81.02983293,0
0.077501734,5.352845445,0
3.518392285,-107.4971883,0
0.181855124,6.159885899,0
3.915825814,-119.7057332,0
2.310804497,18.43074065,0
4.230023142,-86.42437989,0
0.110316326,31.79579776,0
6.696771685,96.58492508,0
3.629328548,-61.85535742,0
0.517367095,63.54598247,0
6.941279982,24.22501498,0
3.071836531,-52.27910645,0
2.364109917,-15.09907055,0
6.962756317,73.51131932,0
1.368057119,108.7659176,0
0.450187994,9.743326236,0
0.472131196,65.52640529,0
3.603118,-101.5545237,0
3.777352284,-70.43928987,0
4.847913216,-21.71605056,0
2.204288892,82.5866049,0
6.374666327,104.8194729,0
4.16495273,-116.1946732,0
0.512237025,51.94191076,0
2.460020101,2.951064002,0
1.505995372,89.16067113,0
5.541285003,85.94487427,0
1.041856791,74.75448867,0
0.290228549,47.15221445,0
1.128585986,118.1515893,0
5.745021051,81.44130424,0
2.95941525,-42.59061014,0
6.352922823,80.74977662,0
5.864949915,52.64364574,0
0.660064415,82.93386619,0
6.292725641,118.5221575,0
2.687502837,-41.30898494,0
2.614596331,0.376954088,0
3.627145936,-94.0662519,0
3.790690691,-76.2411812,0
5.953904363,92.93050177,0
1.186714116,102.4315735,0
5.35590786,48.7564634,0
2.937951217,-59.20640933,0
4.281834774,-70.60236635,0
4.8259276,-19.24931367,0
4.876750235,12.49752444,0
4.939129449,-13.6277598,0
4.093106481,-101.5612996,0
4.043692984,-123.0554697,0
4.023865431,-66.2140631,0
3.319122862,-76.34903483,0
0.696598491,76.52250873,0
6.502862508,93.00917531,0
1.611784709,124.5521748,0
5.730237551,66.20279017,0
6.110649284,90.52291944,0
6.006656109,102.2488667,0
2.857405606,-58.1358296,0
0.970036532,141.1961855,0
6.441706685,79.99707831,0
0.91574058,109.0766065,0
0.707873561,68.48777719,0
4.095614723,-107.2649833,0
6.240838585,95.98756502,0
3.558326564,-120.1669401,0
5.56183215,84.40349492,0
3.870599716,-133.9259239,0
0.571224024,76.7763767,0
4.40815518,-48.52781666,0
1.417461977,52.08731271,0
5.600509454,121.7438579,0
1.050024322,83.31546842,0
4.983958818,-32.47873726,0
1.745372351,84.54519324,0
1.700188023,66.07684282,0
2.877054873,-9.8892738,0
0.571436291,65.75339815,0
5.367808098,53.59737661,0
5.093874302,53.51711452,0
2.830450974,-40.12167192,0
3.985000831,-86.51681569,0
4.327785019,-89.75576334,0
0.774045049,62.69572551,0
2.396044902,-19.70061978,0
0.671514188,49.62323176,0
5.152664906,48.79508501,0
5.539509913,83.17003629,0
6.602446681,48.1968297,0
2.511932965,-27.23532657,0
6.056326791,95.13281759,0
3.096321048,-86.38457402,0
0.757841875,89.6707141,0
2.699257529,12.87238322,0
4.482494691,-62.12896624,0
0.336896654,70.54649718,0
6.127293311,104.7295412,0
6.062377881,117.0858851,0
6.968924809,27.24168212,0
3.713343857,-94.3033186,0
0.65086053,78.90001631,0
4.165379066,-66.69500651,0
5.60805912,63.8943355,0
1.190302592,89.61542514,0
2.083120153,45.4834131,0
0.44057528,36.54105498,0
0.394395933,5.410396209,0
5.300714819,25.74420191,0
2.433693792,31.02160166,0
1.51100257,104.113778,0
6.482230249,103.8309338,0
6.334765848,96.13407748,0
3.306168966,-109.314187,0
4.724315367,22.60904804,0
2.829560823,-10.05926749,0
1.667823937,89.27806435,0
3.669313921,-73.76672594,0
1.754985778,76.45231344,0
2.874865765,-80.84443479,0
1.677542789,82.48156047,0
2.749768206,-17.51042267,0
2.935424034,-52.10823291,0
4.78309027,-13.86258893,0
2.613379891,-4.068465528,0
5.109408596,22.34154363,0
3.749091857,-92.93613361,0
6.405591327,104.402153,0
5.163615479,4.387017935,0
2.563366096,-19.14080219,0
6.659895033,82.7295826,0
1.425934672,64.99580795,0
6.315544901,57.76057697,0
0.406194652,52.26886805,0
6.162104459,120.7864078,0
0.209334087,13.312335,0
5.423853958,62.32591384,0
3.443961455,-89.60160259,0
5.613760006,61.35252377,0
4.638173796,-32.85073621,0
2.190271069,38.24071117,0
5.579054629,84.89260374,0
3.06397872,-95.55145138,0
0.699452724,77.37184645,0
4.514425772,-55.81529637,0
1.162280222,108.8673566,0
5.900794514,135.1358384,0
2.792136388,-9.053559926,0
4.901432006,-15.25926234,0
4.013336818,-92.36472742,0
6.731122985,87.78889978,0
3.643305177,-118.945349,0
5.30604641,19.61180111,0
6.916037598,46.68609265,0
0.45814919,58.91263251,0
4.361628085,-75.24798441,0
2.956341185,-95.66220032,0
6.518666515,84.92548607,0
6.043904518,103.5340918,0
0.515099582,36.93798762,0
2.831665292,-59.96864733,0
4.91263263,-2.326335242,0
4.936002991,5.906692345,0
2.197115689,56.27232007,0
1.070253611,98.3337634,0
0.724109225,65.2787845,0
1.597473207,120.0519262,0
0.840871852,91.13962717,0
5.651180731,80.82634074,0
0.333616682,23.61235367,0
0.007330723,1.728943476,0
5.056709012,-25.25386727,0
1.233441664,100.2676613,0
6.837531477,61.41868253,0
1.396996762,107.4555572,0
5.000433238,10.58435312,0
3.041776351,-66.9514887,0
4.583281314,-63.27247609,0
0.853879795,91.11624421,0
4.732785172,-26.08709499,0
0.164441981,38.08459886,0
3.546500906,-80.52244304,0
2.758401157,-28.94353058,0
6.701131386,101.5169759,0
5.57247505,76.75760865,0
2.473708202,-7.888941789,0
0.32444822,57.69815885,0
0.864098373,108.4054952,0
5.583064581,95.07160092,0
0.588071921,66.6272005,0
1.785710932,113.8207114,0
1.088270574,61.73444928,0
1.371502838,115.6125081,0
3.748625652,-80.01095225,0
3.011558852,-47.22864142,0
4.27321948,-65.27017381,0
5.486758552,33.46444983,0
4.264798872,-88.40707921,0
3.546081256,-56.11662909,0
4.207031443,-59.67821793,0
1.145055667,98.59232227,0
3.098414053,-54.01946241,0
5.24262436,32.80820383,0
4.41914878,-104.5019587,0
1.36392973,97.84942448,0
1.934320295,66.57245403,0
0.813617367,115.8910985,0
0.280737653,6.871100528,0
3.756064451,-74.10181586,0
3.568606138,-100.1921176,0
1.731694094,114.373797,0
0.30494599,17.98523862,0
1.027801505,76.04890231,0
2.249860657,10.04602965,0
3.003073975,-48.51937582,0
1.020310431,74.56540951,0
2.921551323,-51.5096937,0
1.01422363,91.58455045,0
3.387879701,-95.69946125,0
6.930221568,40.4811946,0
1.504414861,60.72405845,0
1.678988453,89.46857464,0
2.664529442,23.76336529,0
3.929756429,-58.20910804,0
3.337171162,-91.67175711,0
4.002295958,-73.09330599,0
3.526550705,-59.68091575,0
0.128331259,9.901877623,0
1.158359361,92.06575557,0
1.577980357,139.5359519,0
6.660126986,100.9763994,0
2.322531576,32.90585173,0
2.287531563,44.62896321,0
4.314903005,-68.76523835,0
6.479395376,112.7160388,0
2.378120381,10.53953846,0
4.989830297,-13.18248195,0
5.849130118,86.43679298,0
1.89397828,66.50779407,0
5.513625847,64.27265573,0
6.550885136,94.37900082,0
3.955087517,-102.5661627,0
3.34943985,-122.5474758,0
2.930059415,-62.98151555,0
2.786605745,-17.02527325,0
0.958348315,97.54263579,0
0.216321323,30.74895283,0
1.402210688,78.11867692,0
2.156788835,39.43031495,0
3.307978759,-106.5868799,0
5.407119187,77.09379631,0
2.336616001,24.02770246,0
6.564535886,150.228882,0
5.840397752,59.47780312,0
0.873029171,71.81618323,0
5.40969612,42.926733,0
6.305323077,87.5597842,0
3.859473118,-86.26364268,0
2.373495683,-18.09988476,0
4.226705677,-87.02315817,0
4.480140156,-46.89576761,0
0.969104405,64.08182093,0
4.621559572,-76.53724552,0
5.488037133,62.22077296,0
3.506464073,-91.19902736,0
3.624814321,-91.57262825,0
1.58671505,66.94593215,0
2.914067158,-54.57396717,0
5.148904001,-4.548857055,0
2.619893043,-10.84261594,0
5.384442653,80.55423895,0
6.663137399,101.2204654,0
3.748204682,-104.1554446,0
0.189417557,34.80177521,0
4.797798126,-14.49392389,0
3.179403274,-88.71025508,0
5.052871071,-7.83956912,0
4.101985481,-109.3763833,0
6.061398656,111.8425889,0
2.328189631,1.118445675,0
0.252016107,18.18950788,0
4.014280758,-80.19296514,0
5.091857622,-24.8951806,0
5.316133948,21.74836513,0
0.471123313,33.89575684,0
4.487610656,-66.05313245,0
1.871179265,35.12317068,0
2.251801415,35.80292812,0
5.124244235,43.22025693,0
3.408326849,-120.3087019,0
4.180838049,-95.47363165,0
2.279603108,10.43892901,0
6.116743064,109.1581846,0
4.115566004,-124.5506099,0
2.344227158,28.2627272,0
4.015744745,-127.8866577,0
6.962035289,79.94950885,0
6.320021426,99.09431229,0
3.063869018,-58.18353213,0
2.529584625,10.49871714,0
2.413849968,-8.97353523,0
1.896476432,53.79480794,0
3.837247625,-85.48032071,0
6.347177714,123.7087467,0
4.222384651,-85.68714155,0
5.850608672,60.71601983,0
4.801326852,-37.53000306,0
2.905928997,-57.76188392,0
1.098308445,123.4991911,0
3.197093365,-93.3901908,0
1.190784618,94.12502736,0
3.560179469,-66.27229067,0
3.912900014,-107.7344149,0
5.141309824,13.77342886,0
6.898700196,44.00918369,0
5.627197496,88.89603216,0
0.575698384,75.6000102,0
6.830978534,103.3076973,0
2.900896797,-72.15623211,0
0.071442972,22.01633972,0
2.912877273,-62.34592308,0
1.03682789,111.6878118,0
4.546348973,-46.14380911,0
0.252124926,27.18237837,0
3.22014147,-83.77017963,0
4.432915548,-51.185837,0
1.926026108,62.93167422,0
1.704968591,70.66835243,0
5.983277655,94.92399545,0
2.677501717,-20.81071254,0
6.71125599,66.66261347,0
1.193755673,89.62126731,0
2.547579773,-34.81153606,0
6.244393156,110.6055565,0
3.0001524,-52.49306828,0
5.250604177,10.51607322,0
3.274204223,-73.76260341,0
1.922454733,80.12201452,0
5.826859216,66.27011673,0
2.126097268,43.41216722,0
3.947097259,-102.305891,0
4.087504005,-91.29340556,0
6.073329617,155.2559882,0
2.491273335,-8.253427733,0
6.888469031,51.83934841,0
3.256080366,-71.55584567,0
4.577063877,-54.92394908,0
4.373135055,-74.58950876,0
4.403881218,-75.32991913,0
1.054603277,102.7158468,0
1.250695545,123.480745,0
2.663736138,-25.06089886,0
2.80984473,-29.49733218,0
5.580208274,86.19662363,0
2.020523416,63.49970877,0
5.120050149,14.1381457,0
5.397413713,51.60535506,0
1.191069502,92.41439558,0
4.351048396,-88.41807144,0
2.067726763,72.71184513,0
5.254596446,24.49361359,0
5.044296552,4.650108935,0
4.05128639,-132.809061,0
1.036487352,73.37218753,0
1.908490593,45.4276719,0
1.198512183,112.3918769,0
2.956086978,-63.0024734,0
6.288311608,75.96760966,0
3.254885059,-80.10642897,0
5.815991926,105.7499053,0
5.94190196,75.83482196,0
1.651714325,69.61984495,0
4.218658145,-93.90232105,0
6.935771508,74.71044787,0
6.571404963,92.64474277,0
2.246310664,21.96438619,0
4.032636514,-84.90425518,0
6.444401587,85.4940459,0
1.465076948,69.39810834,0
6.571516234,97.58092098,0
3.935664446,-98.75037094,0
1.24504931,107.3247294,0
4.270333948,-62.0779397,0
3.041626885,-29.0432234,0
1.472472516,88.43356094,0
1.218423407,110.4161412,0
4.839979229,1.118914299,0
0.376670873,14.40156976,0
0.428516377,69.71906292,0
1.380521808,45.72949783,0
5.941731013,102.7235543,0
3.304327223,-83.66933572,0
0.752294366,44.42808871,0
2.672473571,-25.94363001,0
3.499280492,-112.1441857,0
6.792846648,29.27386599,0
2.6057389,9.986146232,0
3.06677075,-73.28244704,0
2.01280081,91.8039792,0
6.518318774,68.8624907,0
0.94011337,82.60921452,0
2.141959333,62.50882554,0
6.423033927,81.94650396,0
0.471767453,59.53144332,0
6.720426973,64.73661766,0
1.964382175,93.68076838,0
0.268049927,41.76669372,0
